orphan_source_id,reference_count,affected_record_ids,lane,source_name_as_claimed_in_seed,source_owner_as_claimed_in_seed,reference_as_claimed_in_seed,current_trust_tier,current_ledger_status,likely_resolution,resolution_reason,human_review_required,remediation_status
SRC-FIN-040,1,REC-FIN-0040,consumer_financial,CFPB v. VyStar Credit Union Platform Failure,CFPB,https://www.consumerfinance.gov/enforcement/actions/vystar-credit-union/,1,ledger_ready,add_verified_registry_entry,government_owner 'CFPB' · valid public URL · source_type='enforcement_action' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FIN-041,1,REC-FIN-0041,consumer_financial,FTC Consumer Sentinel: Social Media Fraud Losses,FTC,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FIN-042,1,REC-FIN-0042,consumer_financial,FTC Consumer Sentinel: Payment Method Fraud,FTC,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FIN-043,1,REC-FIN-0043,consumer_financial,FTC Consumer Sentinel: Romance Scam Losses,FTC,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FIN-044,1,REC-FIN-0044,consumer_financial,Congress Overturns CFPB Overdraft Fee Cap,WILX/CFPB,https://www.wilx.com/2025/07/16/overdraft-protection-overturned-what-consumers-need-know/,1,context_only,add_verified_registry_entry,government_owner 'CFPB' · valid public URL · source_type='report' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FIN-045,1,REC-FIN-0045,consumer_financial,NCLC CFPB Fast Facts,NCLC,https://www.nclc.org/wp-content/uploads/2025/05/FINAL-CFPB-Fact-Sheet-CFPB-by-the-Numbers-Dec-2024.pdf,2,context_only,downgrade_to_context_only,owner 'NCLC' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-FIN-046,1,REC-FIN-0046,consumer_financial,CFPB 2025 Debt Collection Complaints,CFPB,https://files.consumerfinance.gov/f/documents/cfpb_2025-cr-annual-report_2026-03.pdf,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-002 · name='CFPB Consumer Response Annual Report 2025',no,proposed_remap_url_exact
SRC-FIN-047,1,REC-FIN-0047,consumer_financial,CFPB Analysis: NSF Fee Elimination,CFPB,https://www.consumerfinance.gov/about-us/newsroom/cfpb-finds-banks-continue-to-reduce-overdraft-fees/,1,ledger_ready,add_verified_registry_entry,government_owner 'CFPB' · valid public URL · source_type='report' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FIN-048,1,REC-FIN-0048,consumer_financial,CFPB FCRA Report: TransUnion Dispute Confirmation,CFPB,https://files.consumerfinance.gov/f/documents/cfpb_fcra-611e-report_2025-12.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-003 · name='CFPB FCRA 611(e) Annual Report',no,proposed_remap_url_exact
SRC-FIN-049,1,REC-FIN-0049,consumer_financial,CFPB Servicemember Complaints 2025,CFPB,https://files.consumerfinance.gov/f/documents/cfpb_2025-cr-annual-report_2026-03.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-002 · name='CFPB Consumer Response Annual Report 2025',no,proposed_remap_url_exact
SRC-FIN-050,1,REC-FIN-0050,consumer_financial,CFPB Drops Capital One Case,Consumer Reports,https://advocacy.consumerreports.org/press_release/cfpb-drops-enforcement-lawsuit-against-capital-one/,2,context_only,add_verified_registry_entry,authoritative_nongovt_owner 'Consumer Reports' · valid public URL · source_type='report' · admissible under non-government trust-tier policy (R3),yes_tier_review,proposed_registry_addition_nongovt_tier_review
SRC-FIN-051,1,REC-FIN-0051,consumer_financial,FTC/Javelin Identity Theft Demographics,FTC/Javelin,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FIN-052,1,REC-FIN-0052,consumer_financial,NCLC NSF Fee Savings Analysis,NCLC,https://www.nclc.org/wp-content/uploads/2025/05/FINAL-CFPB-Fact-Sheet-CFPB-by-the-Numbers-Dec-2024.pdf,2,ledger_ready,downgrade_to_context_only,owner 'NCLC' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-FRD-001,1,REC-FRD-0001,fraud_digital,FBI IC3 2025 Internet Crime Report,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-002,1,REC-FRD-0002,fraud_digital,FBI IC3 2025: AI-Nexus BEC Losses,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-003,1,REC-FRD-0003,fraud_digital,FBI IC3 2025: Ransomware Surge,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-004,1,REC-FRD-0004,fraud_digital,FBI IC3 2025: Investment Fraud Dominance,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-005,1,REC-FRD-0005,fraud_digital,FBI IC3 2025: Cryptocurrency Fraud,FBI IC3 / FBI Press Release,https://www.fbi.gov/news/press-releases/cryptocurrency-and-ai-scams-bilk-americans-of-billions,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-003 · name='FBI Press Release Crypto and AI Scams',no,proposed_remap_url_exact
SRC-FRD-006,1,REC-FRD-0006,fraud_digital,FBI IC3 2025: Tech Support Scams,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-007,1,REC-FRD-0007,fraud_digital,FTC Romance Scam Data 2024,FTC,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FRD-008,1,REC-FRD-0008,fraud_digital,FBI IC3 2025: AI-Related Complaints,FBI IC3,https://www.fbi.gov/news/press-releases/cryptocurrency-and-ai-scams-bilk-americans-of-billions,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-003 · name='FBI Press Release Crypto and AI Scams',no,proposed_remap_url_exact
SRC-FRD-009,1,REC-FRD-0009,fraud_digital,Arup Deepfake Video Conference Fraud,Keepnet Labs / Industry Reports,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-010,1,REC-FRD-0010,fraud_digital,UK Energy Firm CEO Voice Deepfake,Keepnet Labs,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-011,1,REC-FRD-0011,fraud_digital,SEC v. PGI Global Crypto Fraud,SEC,https://www.sec.gov/newsroom/press-releases/2026-34,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-005 · name='SEC Enforcement Results FY2025',no,proposed_remap_url_exact
SRC-FRD-012,1,REC-FRD-0012,fraud_digital,SEC v. Unicoin False Crypto Offering,SEC,https://www.sec.gov/newsroom/press-releases/2026-34,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-005 · name='SEC Enforcement Results FY2025',no,proposed_remap_url_exact
SRC-FRD-013,1,REC-FRD-0013,fraud_digital,FTC v. Paddle Payment Processing,FTC,https://www.ftc.gov/news-events/news/press-releases/2024/ paddle-settlement,1,ledger_ready,add_verified_registry_entry,government_owner 'CFTC' · valid public URL · source_type='enforcement_action' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FRD-014,1,REC-FRD-0014,fraud_digital,FBI IC3: $50M BEC Construction Loss,FBI IC3 / TitanHQ,https://www.titanhq.com/email-security-2025/state-email-security-report-2025/,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-011 · name='TitanHQ State of Email Security 2025',no,proposed_remap_url_exact
SRC-FRD-015,1,REC-FRD-0015,fraud_digital,FBI IC3: $4.9M Real Estate Wire Fraud,FBI IC3 / TitanHQ,https://www.titanhq.com/email-security-2025/state-email-security-report-2025/,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-011 · name='TitanHQ State of Email Security 2025',no,proposed_remap_url_exact
SRC-FRD-016,1,REC-FRD-0016,fraud_digital,TransUnion Synthetic Identity Fraud Data,TransUnion,https://events.afcea.org/fedid25/CUSTOM/pdf/transunion_tl.pdf,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-019 · name='TransUnion Identity Fraud Trends',no,proposed_remap_url_exact
SRC-FRD-017,1,REC-FRD-0017,fraud_digital,FTC Social Media Investment Scam Data,FTC,https://www.ftc.gov/news-events/news/press-releases/2026/04/new-ftc-data-show-people-have-lost-billions-to-social-media-scams,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-017 · name='FTC Social Media Scam Losses',no,proposed_remap_url_exact
SRC-FRD-018,1,REC-FRD-0018,fraud_digital,FTC Identity Theft Q1-Q3 2025,FTC / Motley Fool,https://www.fool.com/money/research/identity-theft-credit-card-fraud-statistics/,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-023 · name='Identity Theft Statistics 2025',no,proposed_remap_url_exact
SRC-FRD-019,1,REC-FRD-0019,fraud_digital,Account Takeover Fraud Statistics 2025,AuthX,https://authx.com/blog/account-takeover-fraud-statistics-insights/,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-025 · name='Account Takeover Statistics 2025',no,proposed_remap_url_exact
SRC-FRD-020,1,REC-FRD-0020,fraud_digital,KELA Ransomware Critical Infrastructure 2025,KELA / Industrial Cyber,https://codekeeper.co/ticker/ransomware-attacks-on-critical-infrastructure-2025,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-016 · name='KELA Ransomware Report 2025',no,proposed_remap_url_exact
SRC-FRD-021,1,REC-FRD-0021,fraud_digital,Sumsub Sophisticated Fraud Trends 2026,Sumsub,https://sumsub.com/blog/top-new-identity-fraud-trends/,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-020 · name='Sumsub Identity Fraud Trends 2026',no,proposed_remap_url_exact
SRC-FRD-022,1,REC-FRD-0022,fraud_digital,Barclays UK Romance Scam Data,Barclays,https://home.barclays/news/press-releases/2025/04/barclays-scams-bulletin,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-026 · name='Barclays Romance Scam Bulletin',no,proposed_remap_url_exact
SRC-FRD-023,1,REC-FRD-0023,fraud_digital,DOJ Elder Fraud Enforcement Data,DOJ / Discreet Investigations,https://discreetinvestigations.ca/research/elder-fraud-statistics/,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-024 · name='Elder Fraud Statistics 2026',no,proposed_remap_url_exact
SRC-FRD-024,1,REC-FRD-0024,fraud_digital,Cifas UK Fraudscape H1 2025,Cifas,https://www.cifas.org.uk/newsroom/fraudscape-2025-6monthupdate,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-018 · name='Cifas Fraudscape UK 2025',no,proposed_remap_url_exact
SRC-FRD-025,1,REC-FRD-0025,fraud_digital,Deepfake Content Explosion 2023-2025,Keepnet Labs,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-026,1,REC-FRD-0026,fraud_digital,FTC v. Restoro Tech Support Scam,FTC,https://www.ftc.gov/news-events/news/press-releases/2024/ftc-restoro-settlement,1,ledger_ready,add_verified_registry_entry,government_owner 'CFTC' · valid public URL · source_type='enforcement_action' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FRD-027,1,REC-FRD-0027,fraud_digital,TransUnion Data Breach Exposure 2024,TransUnion,https://events.afcea.org/fedid25/CUSTOM/pdf/transunion_tl.pdf,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-019 · name='TransUnion Identity Fraud Trends',no,proposed_remap_url_exact
SRC-FRD-028,1,REC-FRD-0028,fraud_digital,Deepfake Fraud Losses US 2025,Keepnet Labs,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-029,1,REC-FRD-0029,fraud_digital,FBI IC3 2025: BEC Total Losses,FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-030,1,REC-FRD-0030,fraud_digital,FBI IC3 2025: Elder Fraud Losses,FBI IC3 / AARP,https://www.aarp.org/money/scams-fraud/fbi-ftc-report-2025-losses/,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-008 · name='AARP FBI Report Analysis 2025',no,proposed_remap_url_exact
SRC-FRD-031,1,REC-FRD-0031,fraud_digital,FBI Operation Level Up Crypto Prevention,FBI,https://www.fbi.gov/news/press-releases/cryptocurrency-and-ai-scams-bilk-americans-of-billions,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-003 · name='FBI Press Release Crypto and AI Scams',no,proposed_remap_url_exact
SRC-FRD-032,1,REC-FRD-0032,fraud_digital,SEC Cyber & Emerging Technologies Unit Launch,SEC,https://www.sec.gov/newsroom/press-releases/2026-34,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-005 · name='SEC Enforcement Results FY2025',no,proposed_remap_url_exact
SRC-FRD-033,1,REC-FRD-0033,fraud_digital,Nacha BEC Analysis 2024,Nacha / LevelBlue,https://www.nacha.org/news/fbis-ic3-finds-almost-85-billion-lost-business-email-compromise-last-three-years,2,ledger_ready,downgrade_to_context_only,owner 'Nacha / LevelBlue' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-FRD-034,1,REC-FRD-0034,fraud_digital,Gen AI Fraud Projected $40B 2027,Deloitte / Keepnet Labs,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-035,1,REC-FRD-0035,fraud_digital,FBI Operation Winter SHIELD,FBI,https://www.fbi.gov/news/press-releases/cryptocurrency-and-ai-scams-bilk-americans-of-billions,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-003 · name='FBI Press Release Crypto and AI Scams',no,proposed_remap_url_exact
SRC-FRD-036,1,REC-FRD-0036,fraud_digital,Estimated True Fraud Losses $195.9B,FTC,https://www.ftc.gov/reports/consumer-sentinel-network-data-book-2024,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FIN-006 · name='FTC Consumer Sentinel Network Data Book 2024',no,proposed_remap_url_exact
SRC-FRD-037,1,REC-FRD-0037,fraud_digital,Deepfake Vishing 1600% Surge,Keepnet Labs,https://keepnetlabs.com/blog/deepfake-statistics-and-trends,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-013 · name='Deepfake Statistics and Trends 2026',no,proposed_remap_url_exact
SRC-FRD-038,1,REC-FRD-0038,fraud_digital,Barclays UK Social Media Fraud 214M GBP,Barclays,https://home.barclays/news/press-releases/2025/04/barclays-scams-bulletin,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-026 · name='Barclays Romance Scam Bulletin',no,proposed_remap_url_exact
SRC-FRD-039,1,REC-FRD-0039,fraud_digital,Financial Fraud Kill Chain 66% Freeze Rate,FBI IC3 / Nacha,https://nacha.org/news/fbis-ic3-finds-almost-85-billion-lost-business-email-compromise-last-three-years,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-022 · name='Nacha BEC Analysis 2024',no,proposed_remap_url_exact
SRC-FRD-040,1,REC-FRD-0040,fraud_digital,Global eCommerce Fraud $44.3B,Merchant Risk Council,https://www.merchantriskcouncil.org/research/2025-global-ecommerce-payments-and-fraud-report,1,ledger_ready,add_verified_registry_entry,government_owner 'UN' · valid public URL · source_type='report' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FRD-041,1,REC-FRD-0041,fraud_digital,AARP FBI Report $20.9B Analysis,AARP,https://www.aarp.org/money/scams-fraud/fbi-ftc-report-2025-losses/,2,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-008 · name='AARP FBI Report Analysis 2025',no,proposed_remap_url_exact
SRC-FRD-042,1,REC-FRD-0042,fraud_digital,Ransomware Payment Refusal 64%,Coveware / Chainalysis,https://www.coveware.com/blog,2,ledger_ready,add_verified_registry_entry,authoritative_nongovt_owner 'Chainalysis' · valid public URL · source_type='report' · admissible under non-government trust-tier policy (R3),yes_tier_review,proposed_registry_addition_nongovt_tier_review
SRC-FRD-043,1,REC-FRD-0043,fraud_digital,Dark Angels $75M Record Ransom,Industrial Cyber / Coveware,https://industrialcyber.co/reports/fbis-internet-crime-report-2024,2,ledger_ready,downgrade_to_context_only,owner 'Industrial Cyber / Coveware' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-FRD-044,1,REC-FRD-0044,fraud_digital,Ransomware Re-Attack Rate 80%,Sophos / Coveware,https://www.sophos.com/en-us/labs/security-threat-report,2,ledger_ready,downgrade_to_context_only,owner 'Sophos / Coveware' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-FRD-045,1,REC-FRD-0045,fraud_digital,"Phishing 191,561 IC3 Complaints",FBI IC3,https://www.fbi.gov/file-repository/2025_ic3report.pdf,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-001 · name='FBI IC3 2025 Internet Crime Report',no,proposed_remap_url_exact
SRC-FRD-046,1,REC-FRD-0046,fraud_digital,Nate AI Fraud SEC Charges,SEC,https://www.sec.gov/newsroom/press-releases/2026-34,1,ledger_ready,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-005 · name='SEC Enforcement Results FY2025',no,proposed_remap_url_exact
SRC-FRD-047,1,REC-FRD-0047,fraud_digital,CFTC Zero Crypto Actions 2025,JD Supra / Cornerstone Research,https://www.jdsupra.com/legalnews/key-trends-in-cftc-virtual-currency-2636711/,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-009 · name='CFTC Virtual Currency Enforcement Trends',no,proposed_remap_url_exact
SRC-FRD-048,1,REC-FRD-0048,fraud_digital,Aqua Finance Door-to-Door Elder Fraud,FTC,https://www.ftc.gov/news-events/news/press-releases/2024/ftc-aqua-finance-settlement,1,ledger_ready,add_verified_registry_entry,government_owner 'CFTC' · valid public URL · source_type='enforcement_action' · seed metadata defends ledger_ready promotion,no,proposed_registry_addition_govt
SRC-FRD-049,1,REC-FRD-0049,fraud_digital,SEC Cross-Border Task Force,SEC,https://www.sec.gov/newsroom/press-releases/2026-34,1,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-005 · name='SEC Enforcement Results FY2025',no,proposed_remap_url_exact
SRC-FRD-050,1,REC-FRD-0050,fraud_digital,5-15% Victim Reporting Rate,Arnaques-Rencontres / Industry,https://www.arnaques-rencontres.fr/en/articles/romance-scam-statistics,2,context_only,remap_to_existing_canonical_source_id,URL_EXACT match · canonical source_id=SRC-FRA-015 · name='Romance Scam Statistics 2025-2026',no,proposed_remap_url_exact
SRC-PRP-017,1,REC-PRP-0017,property_contractor,US Commercial Real Estate Distress,Fed / Industry,https://www.federalreserve.gov/econres/notes.htm,1,ledger_ready,downgrade_to_context_only,owner 'Fed / Industry' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-018,1,REC-PRP-0018,property_contractor,UK Retail Construction Collapse,Industry,https://www.retailgazette.co.uk,2,ledger_ready,downgrade_to_context_only,owner 'Industry' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-019,1,REC-PRP-0019,property_contractor,Interest Rate Impact Construction,Fed / BoE,https://www.federalreserve.gov/monetarypolicy,1,ledger_ready,downgrade_to_context_only,owner 'Fed / BoE' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-020,1,REC-PRP-0020,property_contractor,Contractor Abandonment Homeowner Loss,Citizens Advice UK,https://www.citizensadvice.org.uk,2,ledger_ready,downgrade_to_context_only,owner 'Citizens Advice UK' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-021,1,REC-PRP-0021,property_contractor,New Zealand Construction Failures,Stats NZ,https://www.stats.govt.nz,1,ledger_ready,downgrade_to_context_only,owner 'Stats NZ' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-022,1,REC-PRP-0022,property_contractor,UK Retention Debt Crisis,Industry,https://www.building.co.uk,2,ledger_ready,downgrade_to_context_only,owner 'Industry' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-023,1,REC-PRP-0023,property_contractor,Singapore Construction Delays,BCA Singapore,https://www.bca.gov.sg,1,ledger_ready,downgrade_to_context_only,owner 'BCA Singapore' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-024,1,REC-PRP-0024,property_contractor,Irish Construction Cost Surge,CSO Ireland,https://www.cso.ie/en/releases,1,ledger_ready,downgrade_to_context_only,owner 'CSO Ireland' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-025,1,REC-PRP-0025,property_contractor,Japan Construction Labor Shortage,MLIT Japan,https://www.mlit.go.jp/en,1,ledger_ready,downgrade_to_context_only,owner 'MLIT Japan' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-026,1,REC-PRP-0026,property_contractor,Spain Construction Recovery Weak,INE Spain,https://www.ine.es/en,1,ledger_ready,downgrade_to_context_only,owner 'INE Spain' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-027,1,REC-PRP-0027,property_contractor,Dubai Mega-Project Delays,Industry,https://www.zawya.com,2,ledger_ready,downgrade_to_context_only,owner 'Industry' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
SRC-PRP-028,1,REC-PRP-0028,property_contractor,Global Construction Summary 2025,Oxford Economics,https://www.oxfordeconomics.com,2,ledger_ready,downgrade_to_context_only,owner 'Oxford Economics' not on recognized authoritative list · URL present but ledger-ready policy fails · seed retained for training/eval,yes_owner_review,proposed_downgrade_owner_unrecognized
